timestep,generation,bestSize,runtime,profit,distance,structureDistance,plan,init,window,buildProb,runtimeKill,trimmerChance,scenario,averageSize,seed,popsize
0,0,15,17510,1.39772,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,6.0,17,1000
0,1,15,2073,1.39772,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,7.0,17,1000
0,2,16,1805,1.65606,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,9.0,17,1000
0,3,13,1495,2.35764,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,15.0,17,1000
0,4,13,1217,2.35764,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,22.0,17,1000
0,5,15,1357,2.46335,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
0,6,17,1076,2.56739,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,26.0,17,1000
0,7,18,1035,2.6331,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,27.0,17,1000
0,8,18,1175,2.6331,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,28.0,17,1000
0,9,18,1112,2.6331,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,29.0,17,1000
0,10,17,1449,2.78086,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,29.0,17,1000
0,11,17,1026,2.78086,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,29.0,17,1000
0,12,17,1112,2.78086,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,29.0,17,1000
0,13,17,1025,2.78086,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,30.0,17,1000
0,14,17,1062,2.78086,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,30.0,17,1000
0,15,17,1071,2.78086,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,30.0,17,1000
0,16,17,1188,2.78086,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,30.0,17,1000
0,17,17,968,2.78086,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,30.0,17,1000
0,18,17,1236,2.78086,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,30.0,17,1000
0,19,17,1169,2.78086,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,30.0,17,1000
0,20,17,1462,2.78906,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,31.0,17,1000
0,21,17,1186,2.78906,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,31.0,17,1000
0,22,20,1328,2.79437,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,31.0,17,1000
0,23,20,1266,2.79437,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,31.0,17,1000
0,24,18,1311,2.80208,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,31.0,17,1000
0,25,18,1502,2.80208,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,30.0,17,1000
0,26,18,5962,2.80208,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,31.0,17,1000
0,27,19,1478,2.90046,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,32.0,17,1000
0,28,19,1359,2.90046,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,32.0,17,1000
0,29,19,1559,2.90046,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,32.0,17,1000
1,0,18,972,1.89898,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,6.0,17,1000
1,1,18,1255,1.89898,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,6.0,17,1000
1,2,14,1339,2.20833,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,8.0,17,1000
1,3,18,833,2.51948,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,14.0,17,1000
1,4,16,987,3.125,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,22.0,17,1000
1,5,15,1423,3.28318,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
1,6,15,1090,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
1,7,15,1036,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,26.0,17,1000
1,8,15,975,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,26.0,17,1000
1,9,15,1354,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
1,10,15,1156,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
1,11,15,1169,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
1,12,15,1028,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
1,13,15,1017,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
1,14,15,1447,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,26.0,17,1000
1,15,15,1131,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,28.0,17,1000
1,16,15,1158,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,29.0,17,1000
1,17,15,1031,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,31.0,17,1000
1,18,15,1279,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,31.0,17,1000
1,19,15,891,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,33.0,17,1000
1,20,15,1392,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,33.0,17,1000
1,21,15,1103,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,33.0,17,1000
1,22,15,900,4.08333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,33.0,17,1000
1,23,19,1315,4.23611,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,33.0,17,1000
1,24,19,1402,4.23611,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,33.0,17,1000
1,25,19,1167,4.23611,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,33.0,17,1000
1,26,19,1078,4.23611,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,33.0,17,1000
1,27,19,1156,4.23611,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,34.0,17,1000
1,28,19,1382,4.23611,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,33.0,17,1000
1,29,19,1042,4.23611,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,33.0,17,1000
2,0,19,546,1.0,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,6.0,17,1000
2,1,19,346,2.15003,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,8.0,17,1000
2,2,14,577,2.77951,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,12.0,17,1000
2,3,14,456,3.57812,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,22.0,17,1000
2,4,14,965,3.76042,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,27.0,17,1000
2,5,14,989,3.76042,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,27.0,17,1000
2,6,15,1074,3.82812,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,27.0,17,1000
2,7,15,5444,3.82812,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,27.0,17,1000
2,8,14,1051,3.86458,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,27.0,17,1000
2,9,14,3241,3.875,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,26.0,17,1000
2,10,14,1198,3.95833,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
2,11,16,1175,4.05208,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
2,12,16,1035,4.05208,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
2,13,16,1269,4.05208,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
2,14,17,1303,4.12109,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
2,15,17,1317,4.12109,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,25.0,17,1000
2,16,17,1211,4.12109,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,26.0,17,1000
2,17,16,1205,4.23958,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,26.0,17,1000
2,18,16,1291,4.23958,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,27.0,17,1000
2,19,16,1353,4.23958,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,27.0,17,1000
2,20,16,1488,4.23958,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,28.0,17,1000
2,21,16,1558,4.23958,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,27.0,17,1000
2,22,16,1205,4.23958,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,27.0,17,1000
2,23,16,1367,4.33333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,28.0,17,1000
2,24,16,1955,4.33333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,27.0,17,1000
2,25,16,1782,4.33333,-1.0,-1.0,repertoire,repertoire,10000,0.9,0.75,0.1,env,28.0,17,1000
