0,0,17,2111,0.916667,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,9.0
0,1,17,1806,0.916667,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,12.0
0,2,19,1830,1.06481,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,22.0
0,3,19,5248,1.06481,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,27.0
0,4,17,4287,1.27083,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,28.0
0,5,17,802,1.27083,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,28.0
0,6,19,583,1.41667,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,7,19,544,1.41667,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,27.0
0,8,19,686,1.41667,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,28.0
0,9,19,546,1.41667,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,30.0
0,10,19,624,1.41667,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,30.0
0,11,19,565,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,12,19,553,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,13,19,561,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,14,19,4420,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,32.0
0,15,19,616,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,16,19,528,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,17,19,542,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,18,19,534,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,19,19,572,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,20,19,561,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,21,19,658,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,22,19,598,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,23,19,648,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,24,19,642,1.54167,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
