timestep,generation,bestSize,runtime,profit,distance,structureDistance,plan,init,window,buildProb,runtimeKill,trimmerChance,scenario,averageSize
0,0,17,2715,0.6875,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,8.0
0,1,17,2300,0.875,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,12.0
0,2,17,2050,0.875,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,22.0
0,3,19,953,0.91821,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,27.0
0,4,19,708,0.91821,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,28.0
0,5,16,647,0.9375,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,6,16,734,0.9375,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,30.0
0,7,18,743,0.949074,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,31.0
0,8,17,591,1.00116,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,28.0
0,9,17,1089,1.00116,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,26.0
0,10,16,791,1.1875,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,28.0
0,11,16,1068,1.1875,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,28.0
0,12,18,1099,1.21991,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,27.0
0,13,15,706,1.25,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,26.0
0,14,15,952,1.25,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,27.0
0,15,15,721,1.25,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,28.0
0,16,17,965,1.46528,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,26.0
0,17,17,674,1.46528,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,24.0
0,18,14,694,1.5625,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,25.0
0,19,15,590,1.75,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,27.0
