timestep,generation,bestSize,runtime,profit,distance,structureDistance,plan,init,window,buildProb,runtimeKill,trimmerChance,scenario,averageSize
0,0,17,2413,1.21875,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,10.0
0,1,17,1902,1.21875,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,16.0
0,2,19,1551,1.3125,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,25.0
0,3,19,4568,1.3125,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,27.0
0,4,18,5656,1.67708,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,28.0
0,5,18,573,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,6,18,524,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,30.0
0,7,18,750,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,30.0
0,8,18,679,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,9,18,670,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,30.0
0,10,18,684,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,11,18,531,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,12,18,1188,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,13,18,609,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,14,18,584,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,15,18,660,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,30.0
0,16,18,580,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,30.0
0,17,18,547,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,18,18,601,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,30.0
0,19,18,685,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,30.0
0,20,18,806,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,21,18,793,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,22,18,642,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,23,18,618,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,30.0
0,24,18,619,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,25,18,804,2.01042,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,26,18,1168,2.13542,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,27,18,1009,2.13542,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,28,18,937,2.13542,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
0,29,18,960,2.13542,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,29.0
1,0,17,2199,2.125,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,11.0
1,1,18,1960,2.625,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,21.0
1,2,18,1078,2.625,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,28.0
1,3,18,644,2.625,-1.0,-1.0,short,mutator,10000,0.9,0.75,0.1,requestsfourserv,28.0
