1,1,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3,73,2.30608
1,1,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,10,1.77083
1,1,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,9,0.0
1,1,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,139,0.0
1,1,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,7,1.77083
1,1,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,7,0.0
1,1,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,9,0.0
1,1,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3,12,0.625
1,1,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3,7,0.0
1,1,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,6,2.05456
1,10,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,125,2.375
1,10,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,121,1.77083
1,10,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,147,2.625
1,10,0.6,0.2,0.2,0.0,0.0,0.0,0.0,4,135,2.30608
1,10,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,125,1.80456
1,10,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,27,2.05456
1,10,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,133,2.375
1,10,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,153,1.97917
1,10,0.6,0.2,0.2,0.0,0.0,0.0,0.0,4,174,2.08184
1,10,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,161,2.05456
1,100,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,304,2.625
1,100,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,421,2.625
1,100,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,295,2.625
1,100,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,321,2.625
1,100,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,416,2.625
1,100,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,487,2.625
1,100,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,314,2.625
1,100,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,283,2.625
1,100,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,304,2.625
1,100,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,381,2.625
1,1000,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3,2316,2.75
1,1000,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3,2437,2.75
1,1000,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3,2274,2.6875
1,1000,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3,2981,2.75
1,1000,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2,2518,2.625
1,1000,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3,2387,2.6875
1,1000,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3,2519,2.75
1,1000,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3,2735,2.75
1,1000,0.6,0.2,0.2,0.0,0.0,0.0,0.0,3,2403,2.75
